#logger output
save_dir: GRU_sta_euler_b20_f15
epoch: 0/300, batch: 0/3, train loss: 0.9804237484931946, cal times: 15 compute efficiency: 1.15%, process time: 0.23s, 
epoch: 69/300, batch: 0/3, train loss: 0.20500680804252625, cal times: 15 compute efficiency: 0.88%, process time: 0.18s, 
epoch: 69/300, batch: 1/3, train loss: 0.17571566998958588, cal times: 15 compute efficiency: 97.24%, process time: 0.17s, 
epoch: 69/300, batch: 2/3, train loss: 0.20569410920143127, cal times: 15 compute efficiency: 98.71%, process time: 0.17s, 
epoch: 70/300, batch: 0/3, train loss: 0.18840482831001282, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 70/300, batch: 1/3, train loss: 0.19220782816410065, cal times: 15 compute efficiency: 97.97%, process time: 0.16s, 
epoch: 70/300, batch: 2/3, train loss: 0.19772839546203613, cal times: 15 compute efficiency: 98.68%, process time: 0.16s, 
epoch: 71/300, batch: 0/3, train loss: 0.1956397444009781, cal times: 15 compute efficiency: 0.82%, process time: 0.16s, 
epoch: 71/300, batch: 1/3, train loss: 0.17701368033885956, cal times: 15 compute efficiency: 96.51%, process time: 0.16s, 
epoch: 71/300, batch: 2/3, train loss: 0.26607924699783325, cal times: 15 compute efficiency: 98.45%, process time: 0.16s, 
epoch: 72/300, batch: 0/3, train loss: 0.1911037415266037, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 72/300, batch: 1/3, train loss: 0.1901140958070755, cal times: 15 compute efficiency: 33.66%, process time: 0.18s, 
epoch: 72/300, batch: 2/3, train loss: 0.17576883733272552, cal times: 15 compute efficiency: 98.74%, process time: 0.17s, 
epoch: 73/300, batch: 0/3, train loss: 0.1964077353477478, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 73/300, batch: 1/3, train loss: 0.18656744062900543, cal times: 15 compute efficiency: 39.48%, process time: 0.19s, 
epoch: 73/300, batch: 2/3, train loss: 0.14347253739833832, cal times: 15 compute efficiency: 98.67%, process time: 0.16s, 
epoch: 74/300, batch: 0/3, train loss: 0.18615062534809113, cal times: 15 compute efficiency: 0.99%, process time: 0.20s, 
epoch: 74/300, batch: 1/3, train loss: 0.19457760453224182, cal times: 15 compute efficiency: 97.80%, process time: 0.18s, 
epoch: 74/300, batch: 2/3, train loss: 0.15906481444835663, cal times: 15 compute efficiency: 98.70%, process time: 0.18s, 
epoch: 75/300, batch: 0/3, train loss: 0.18772777915000916, cal times: 15 compute efficiency: 1.05%, process time: 0.21s, 
epoch: 75/300, batch: 1/3, train loss: 0.1831950545310974, cal times: 15 compute efficiency: 98.04%, process time: 0.17s, 
epoch: 75/300, batch: 2/3, train loss: 0.24851876497268677, cal times: 15 compute efficiency: 98.97%, process time: 0.16s, 
epoch: 76/300, batch: 0/3, train loss: 0.19523289799690247, cal times: 15 compute efficiency: 1.00%, process time: 0.20s, 
epoch: 76/300, batch: 1/3, train loss: 0.18848127126693726, cal times: 15 compute efficiency: 67.17%, process time: 0.18s, 
epoch: 76/300, batch: 2/3, train loss: 0.11734995990991592, cal times: 15 compute efficiency: 98.73%, process time: 0.17s, 
epoch: 77/300, batch: 0/3, train loss: 0.19433873891830444, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 77/300, batch: 1/3, train loss: 0.17879053950309753, cal times: 15 compute efficiency: 97.96%, process time: 0.17s, 
epoch: 77/300, batch: 2/3, train loss: 0.21199068427085876, cal times: 15 compute efficiency: 99.04%, process time: 0.17s, 
epoch: 78/300, batch: 0/3, train loss: 0.1907358467578888, cal times: 15 compute efficiency: 0.92%, process time: 0.18s, 
epoch: 78/300, batch: 1/3, train loss: 0.18818417191505432, cal times: 15 compute efficiency: 96.33%, process time: 0.16s, 
epoch: 78/300, batch: 2/3, train loss: 0.1446073055267334, cal times: 15 compute efficiency: 98.58%, process time: 0.16s, 
epoch: 79/300, batch: 0/3, train loss: 0.18208083510398865, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 79/300, batch: 1/3, train loss: 0.19159695506095886, cal times: 15 compute efficiency: 97.89%, process time: 0.16s, 
epoch: 79/300, batch: 2/3, train loss: 0.18798521161079407, cal times: 15 compute efficiency: 98.59%, process time: 0.17s, 
Test in Epoch 0079 | forward len 0015 | call times 15 | Time 15.43                             | pre 0.00-0.0% | forward 0.14-0.9% | eval 15.29-99.1%                             | val error3.13 | test error 4.90
Test in Epoch 0079 | forward len 0050 | call times 50 | Time 8.41                             | pre 0.00-0.0% | forward 0.66-7.8% | eval 7.76-92.2%                             | val error4.09 | test error 4.13
Test in Epoch 0079 | forward len 0125 | call times 125 | Time 4.64                             | pre 0.00-0.0% | forward 1.13-24.4% | eval 3.51-75.6%                             | val error2.35 | test error 3.35
epoch: 80/300, batch: 0/3, train loss: 0.1891946792602539, cal times: 15 compute efficiency: 0.90%, process time: 0.17s, 
epoch: 80/300, batch: 1/3, train loss: 0.18764260411262512, cal times: 15 compute efficiency: 36.95%, process time: 0.32s, 
epoch: 80/300, batch: 2/3, train loss: 0.14907465875148773, cal times: 15 compute efficiency: 98.53%, process time: 0.16s, 
epoch: 81/300, batch: 0/3, train loss: 0.18745876848697662, cal times: 15 compute efficiency: 0.95%, process time: 0.19s, 
epoch: 81/300, batch: 1/3, train loss: 0.183430016040802, cal times: 15 compute efficiency: 81.98%, process time: 0.16s, 
epoch: 81/300, batch: 2/3, train loss: 0.20323286950588226, cal times: 15 compute efficiency: 98.52%, process time: 0.16s, 
epoch: 82/300, batch: 0/3, train loss: 0.19920963048934937, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 82/300, batch: 1/3, train loss: 0.17600399255752563, cal times: 15 compute efficiency: 79.17%, process time: 0.16s, 
epoch: 82/300, batch: 2/3, train loss: 0.14997150003910065, cal times: 15 compute efficiency: 98.77%, process time: 0.16s, 
epoch: 83/300, batch: 0/3, train loss: 0.18514177203178406, cal times: 15 compute efficiency: 1.08%, process time: 0.21s, 
epoch: 83/300, batch: 1/3, train loss: 0.19215616583824158, cal times: 15 compute efficiency: 54.24%, process time: 0.18s, 
epoch: 83/300, batch: 2/3, train loss: 0.12584379315376282, cal times: 15 compute efficiency: 98.77%, process time: 0.18s, 
epoch: 84/300, batch: 0/3, train loss: 0.1776026040315628, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 84/300, batch: 1/3, train loss: 0.1954382210969925, cal times: 15 compute efficiency: 98.01%, process time: 0.16s, 
epoch: 84/300, batch: 2/3, train loss: 0.1634405106306076, cal times: 15 compute efficiency: 98.91%, process time: 0.16s, 
epoch: 85/300, batch: 0/3, train loss: 0.18883362412452698, cal times: 15 compute efficiency: 1.14%, process time: 0.22s, 
epoch: 85/300, batch: 1/3, train loss: 0.18437126278877258, cal times: 15 compute efficiency: 36.00%, process time: 0.19s, 
epoch: 85/300, batch: 2/3, train loss: 0.15340109169483185, cal times: 15 compute efficiency: 98.91%, process time: 0.18s, 
epoch: 86/300, batch: 0/3, train loss: 0.1863887459039688, cal times: 15 compute efficiency: 1.08%, process time: 0.21s, 
epoch: 86/300, batch: 1/3, train loss: 0.1845751702785492, cal times: 15 compute efficiency: 48.62%, process time: 0.18s, 
epoch: 86/300, batch: 2/3, train loss: 0.17317718267440796, cal times: 15 compute efficiency: 98.72%, process time: 0.18s, 
epoch: 87/300, batch: 0/3, train loss: 0.19011935591697693, cal times: 15 compute efficiency: 0.86%, process time: 0.17s, 
epoch: 87/300, batch: 1/3, train loss: 0.18028633296489716, cal times: 15 compute efficiency: 96.74%, process time: 0.15s, 
epoch: 87/300, batch: 2/3, train loss: 0.17495644092559814, cal times: 15 compute efficiency: 98.86%, process time: 0.15s, 
epoch: 88/300, batch: 0/3, train loss: 0.1794823706150055, cal times: 15 compute efficiency: 1.86%, process time: 0.38s, 
epoch: 88/300, batch: 1/3, train loss: 0.19064943492412567, cal times: 15 compute efficiency: 97.84%, process time: 0.16s, 
epoch: 88/300, batch: 2/3, train loss: 0.16825124621391296, cal times: 15 compute efficiency: 98.56%, process time: 0.16s, 
epoch: 89/300, batch: 0/3, train loss: 0.17930833995342255, cal times: 15 compute efficiency: 1.02%, process time: 0.21s, 
epoch: 89/300, batch: 1/3, train loss: 0.18892288208007812, cal times: 15 compute efficiency: 98.40%, process time: 0.17s, 
epoch: 89/300, batch: 2/3, train loss: 0.18565481901168823, cal times: 15 compute efficiency: 98.80%, process time: 0.17s, 
epoch: 90/300, batch: 0/3, train loss: 0.17626477777957916, cal times: 15 compute efficiency: 0.98%, process time: 0.19s, 
epoch: 90/300, batch: 1/3, train loss: 0.19608955085277557, cal times: 15 compute efficiency: 96.90%, process time: 0.15s, 
epoch: 90/300, batch: 2/3, train loss: 0.1345771849155426, cal times: 15 compute efficiency: 98.65%, process time: 0.16s, 
epoch: 91/300, batch: 0/3, train loss: 0.18432378768920898, cal times: 15 compute efficiency: 1.06%, process time: 0.21s, 
epoch: 91/300, batch: 1/3, train loss: 0.1816871464252472, cal times: 15 compute efficiency: 98.16%, process time: 0.18s, 
epoch: 91/300, batch: 2/3, train loss: 0.1951708048582077, cal times: 15 compute efficiency: 98.61%, process time: 0.17s, 
epoch: 92/300, batch: 0/3, train loss: 0.18027137219905853, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 92/300, batch: 1/3, train loss: 0.180715873837471, cal times: 15 compute efficiency: 66.36%, process time: 0.17s, 
epoch: 92/300, batch: 2/3, train loss: 0.23825648427009583, cal times: 15 compute efficiency: 98.91%, process time: 0.16s, 
epoch: 93/300, batch: 0/3, train loss: 0.18560883402824402, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 93/300, batch: 1/3, train loss: 0.18235568702220917, cal times: 15 compute efficiency: 97.97%, process time: 0.16s, 
epoch: 93/300, batch: 2/3, train loss: 0.16147561371326447, cal times: 15 compute efficiency: 98.51%, process time: 0.16s, 
epoch: 94/300, batch: 0/3, train loss: 0.19135358929634094, cal times: 15 compute efficiency: 1.79%, process time: 0.36s, 
epoch: 94/300, batch: 1/3, train loss: 0.17982736229896545, cal times: 15 compute efficiency: 97.93%, process time: 0.17s, 
epoch: 94/300, batch: 2/3, train loss: 0.1223856657743454, cal times: 15 compute efficiency: 98.67%, process time: 0.15s, 
epoch: 95/300, batch: 0/3, train loss: 0.18258294463157654, cal times: 15 compute efficiency: 0.88%, process time: 0.17s, 
epoch: 95/300, batch: 1/3, train loss: 0.18088318407535553, cal times: 15 compute efficiency: 96.87%, process time: 0.16s, 
epoch: 95/300, batch: 2/3, train loss: 0.19353653490543365, cal times: 15 compute efficiency: 98.68%, process time: 0.17s, 
epoch: 96/300, batch: 0/3, train loss: 0.17576704919338226, cal times: 15 compute efficiency: 0.86%, process time: 0.17s, 
epoch: 96/300, batch: 1/3, train loss: 0.19085918366909027, cal times: 15 compute efficiency: 98.23%, process time: 0.18s, 
epoch: 96/300, batch: 2/3, train loss: 0.15978331863880157, cal times: 15 compute efficiency: 98.76%, process time: 0.18s, 
epoch: 97/300, batch: 0/3, train loss: 0.1653957962989807, cal times: 15 compute efficiency: 1.06%, process time: 0.21s, 
epoch: 97/300, batch: 1/3, train loss: 0.19723790884017944, cal times: 15 compute efficiency: 96.73%, process time: 0.17s, 
epoch: 97/300, batch: 2/3, train loss: 0.18869030475616455, cal times: 15 compute efficiency: 98.83%, process time: 0.17s, 
epoch: 98/300, batch: 0/3, train loss: 0.18015806376934052, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 98/300, batch: 1/3, train loss: 0.18088220059871674, cal times: 15 compute efficiency: 96.57%, process time: 0.16s, 
epoch: 98/300, batch: 2/3, train loss: 0.20065459609031677, cal times: 15 compute efficiency: 98.78%, process time: 0.16s, 
epoch: 99/300, batch: 0/3, train loss: 0.18182964622974396, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 99/300, batch: 1/3, train loss: 0.18134170770645142, cal times: 15 compute efficiency: 97.88%, process time: 0.16s, 
epoch: 99/300, batch: 2/3, train loss: 0.1733410358428955, cal times: 15 compute efficiency: 98.60%, process time: 0.16s, 
Test in Epoch 0099 | forward len 0015 | call times 15 | Time 15.34                             | pre 0.00-0.0% | forward 0.14-0.9% | eval 15.19-99.1%                             | val error3.07 | test error 4.56
Test in Epoch 0099 | forward len 0050 | call times 50 | Time 8.19                             | pre 0.00-0.0% | forward 0.45-5.5% | eval 7.75-94.5%                             | val error4.10 | test error 4.08
Test in Epoch 0099 | forward len 0125 | call times 125 | Time 4.76                             | pre 0.00-0.0% | forward 1.14-24.0% | eval 3.62-76.0%                             | val error2.35 | test error 3.30
epoch: 100/300, batch: 0/3, train loss: 0.17773212492465973, cal times: 15 compute efficiency: 1.11%, process time: 0.22s, 
epoch: 100/300, batch: 1/3, train loss: 0.18955887854099274, cal times: 15 compute efficiency: 98.17%, process time: 0.18s, 
epoch: 100/300, batch: 2/3, train loss: 0.13031181693077087, cal times: 15 compute efficiency: 98.49%, process time: 0.19s, 
epoch: 101/300, batch: 0/3, train loss: 0.17469193041324615, cal times: 15 compute efficiency: 1.03%, process time: 0.20s, 
epoch: 101/300, batch: 1/3, train loss: 0.18777482211589813, cal times: 15 compute efficiency: 98.23%, process time: 0.17s, 
epoch: 101/300, batch: 2/3, train loss: 0.17347212135791779, cal times: 15 compute efficiency: 98.39%, process time: 0.17s, 
epoch: 102/300, batch: 0/3, train loss: 0.18220211565494537, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 102/300, batch: 1/3, train loss: 0.17959977686405182, cal times: 15 compute efficiency: 98.25%, process time: 0.16s, 
epoch: 102/300, batch: 2/3, train loss: 0.17293812334537506, cal times: 15 compute efficiency: 98.43%, process time: 0.16s, 
epoch: 103/300, batch: 0/3, train loss: 0.17998331785202026, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 103/300, batch: 1/3, train loss: 0.1839877814054489, cal times: 15 compute efficiency: 96.48%, process time: 0.17s, 
epoch: 103/300, batch: 2/3, train loss: 0.14687736332416534, cal times: 15 compute efficiency: 99.31%, process time: 0.35s, 
epoch: 104/300, batch: 0/3, train loss: 0.17499569058418274, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 104/300, batch: 1/3, train loss: 0.18029852211475372, cal times: 15 compute efficiency: 98.08%, process time: 0.17s, 
epoch: 104/300, batch: 2/3, train loss: 0.22777166962623596, cal times: 15 compute efficiency: 98.62%, process time: 0.15s, 
epoch: 105/300, batch: 0/3, train loss: 0.1836434006690979, cal times: 15 compute efficiency: 0.86%, process time: 0.17s, 
epoch: 105/300, batch: 1/3, train loss: 0.17323718965053558, cal times: 15 compute efficiency: 52.80%, process time: 0.15s, 
epoch: 105/300, batch: 2/3, train loss: 0.20767876505851746, cal times: 15 compute efficiency: 98.41%, process time: 0.15s, 
epoch: 106/300, batch: 0/3, train loss: 0.18028081953525543, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 106/300, batch: 1/3, train loss: 0.18163499236106873, cal times: 15 compute efficiency: 97.93%, process time: 0.16s, 
epoch: 106/300, batch: 2/3, train loss: 0.16309796273708344, cal times: 15 compute efficiency: 98.71%, process time: 0.16s, 
epoch: 107/300, batch: 0/3, train loss: 0.16700856387615204, cal times: 15 compute efficiency: 0.94%, process time: 0.18s, 
epoch: 107/300, batch: 1/3, train loss: 0.1897994875907898, cal times: 15 compute efficiency: 96.18%, process time: 0.15s, 
epoch: 107/300, batch: 2/3, train loss: 0.20760373771190643, cal times: 15 compute efficiency: 99.38%, process time: 0.34s, 
epoch: 108/300, batch: 0/3, train loss: 0.1881943792104721, cal times: 15 compute efficiency: 1.11%, process time: 0.22s, 
epoch: 108/300, batch: 1/3, train loss: 0.16772283613681793, cal times: 15 compute efficiency: 98.36%, process time: 0.21s, 
epoch: 108/300, batch: 2/3, train loss: 0.20745067298412323, cal times: 15 compute efficiency: 98.97%, process time: 0.20s, 
epoch: 109/300, batch: 0/3, train loss: 0.17546768486499786, cal times: 15 compute efficiency: 1.09%, process time: 0.21s, 
epoch: 109/300, batch: 1/3, train loss: 0.17457255721092224, cal times: 15 compute efficiency: 97.29%, process time: 0.19s, 
epoch: 109/300, batch: 2/3, train loss: 0.2615355849266052, cal times: 15 compute efficiency: 98.75%, process time: 0.17s, 
epoch: 110/300, batch: 0/3, train loss: 0.17427419126033783, cal times: 15 compute efficiency: 0.89%, process time: 0.17s, 
epoch: 110/300, batch: 1/3, train loss: 0.18766051530838013, cal times: 15 compute efficiency: 96.53%, process time: 0.16s, 
epoch: 110/300, batch: 2/3, train loss: 0.14723798632621765, cal times: 15 compute efficiency: 98.43%, process time: 0.16s, 
epoch: 111/300, batch: 0/3, train loss: 0.18727150559425354, cal times: 15 compute efficiency: 0.98%, process time: 0.19s, 
epoch: 111/300, batch: 1/3, train loss: 0.17088960111141205, cal times: 15 compute efficiency: 97.85%, process time: 0.16s, 
epoch: 111/300, batch: 2/3, train loss: 0.16962137818336487, cal times: 15 compute efficiency: 98.47%, process time: 0.15s, 
epoch: 112/300, batch: 0/3, train loss: 0.1840200424194336, cal times: 15 compute efficiency: 1.01%, process time: 0.20s, 
epoch: 112/300, batch: 1/3, train loss: 0.17043042182922363, cal times: 15 compute efficiency: 97.67%, process time: 0.16s, 
epoch: 112/300, batch: 2/3, train loss: 0.21069075167179108, cal times: 15 compute efficiency: 98.63%, process time: 0.16s, 
epoch: 113/300, batch: 0/3, train loss: 0.17658312618732452, cal times: 15 compute efficiency: 0.98%, process time: 0.19s, 
epoch: 113/300, batch: 1/3, train loss: 0.18098872900009155, cal times: 15 compute efficiency: 97.30%, process time: 0.17s, 
epoch: 113/300, batch: 2/3, train loss: 0.17735962569713593, cal times: 15 compute efficiency: 99.40%, process time: 0.35s, 
epoch: 114/300, batch: 0/3, train loss: 0.17445509135723114, cal times: 15 compute efficiency: 1.02%, process time: 0.20s, 
epoch: 114/300, batch: 1/3, train loss: 0.18528370559215546, cal times: 15 compute efficiency: 98.10%, process time: 0.18s, 
epoch: 114/300, batch: 2/3, train loss: 0.14582566916942596, cal times: 15 compute efficiency: 98.82%, process time: 0.17s, 
epoch: 115/300, batch: 0/3, train loss: 0.19167985022068024, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 115/300, batch: 1/3, train loss: 0.159455806016922, cal times: 15 compute efficiency: 56.49%, process time: 0.17s, 
epoch: 115/300, batch: 2/3, train loss: 0.2284589558839798, cal times: 15 compute efficiency: 98.99%, process time: 0.17s, 
epoch: 116/300, batch: 0/3, train loss: 0.1750156283378601, cal times: 15 compute efficiency: 0.81%, process time: 0.16s, 
epoch: 116/300, batch: 1/3, train loss: 0.17790620028972626, cal times: 15 compute efficiency: 98.22%, process time: 0.15s, 
epoch: 116/300, batch: 2/3, train loss: 0.2036062628030777, cal times: 15 compute efficiency: 98.96%, process time: 0.15s, 
epoch: 117/300, batch: 0/3, train loss: 0.1853523850440979, cal times: 15 compute efficiency: 1.14%, process time: 0.23s, 
epoch: 117/300, batch: 1/3, train loss: 0.16698549687862396, cal times: 15 compute efficiency: 98.27%, process time: 0.19s, 
epoch: 117/300, batch: 2/3, train loss: 0.2021484375, cal times: 15 compute efficiency: 98.51%, process time: 0.18s, 
epoch: 118/300, batch: 0/3, train loss: 0.17448805272579193, cal times: 15 compute efficiency: 1.02%, process time: 0.20s, 
epoch: 118/300, batch: 1/3, train loss: 0.17858804762363434, cal times: 15 compute efficiency: 97.91%, process time: 0.16s, 
epoch: 118/300, batch: 2/3, train loss: 0.19806161522865295, cal times: 15 compute efficiency: 98.37%, process time: 0.15s, 
epoch: 119/300, batch: 0/3, train loss: 0.17783117294311523, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 119/300, batch: 1/3, train loss: 0.17305196821689606, cal times: 15 compute efficiency: 98.17%, process time: 0.16s, 
epoch: 119/300, batch: 2/3, train loss: 0.21331652998924255, cal times: 15 compute efficiency: 98.50%, process time: 0.16s, 
Test in Epoch 0119 | forward len 0015 | call times 15 | Time 15.20                             | pre 0.00-0.0% | forward 0.14-0.9% | eval 15.06-99.1%                             | val error3.23 | test error 4.44
Test in Epoch 0119 | forward len 0050 | call times 50 | Time 8.17                             | pre 0.00-0.0% | forward 0.44-5.4% | eval 7.73-94.6%                             | val error4.17 | test error 4.02
Test in Epoch 0119 | forward len 0125 | call times 125 | Time 5.05                             | pre 0.00-0.0% | forward 1.38-27.4% | eval 3.67-72.6%                             | val error2.35 | test error 3.24
epoch: 120/300, batch: 0/3, train loss: 0.17380116879940033, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 120/300, batch: 1/3, train loss: 0.18159018456935883, cal times: 15 compute efficiency: 97.98%, process time: 0.16s, 
epoch: 120/300, batch: 2/3, train loss: 0.16278140246868134, cal times: 15 compute efficiency: 98.73%, process time: 0.16s, 
epoch: 121/300, batch: 0/3, train loss: 0.1713530272245407, cal times: 15 compute efficiency: 0.90%, process time: 0.17s, 
epoch: 121/300, batch: 1/3, train loss: 0.18183475732803345, cal times: 15 compute efficiency: 60.23%, process time: 0.38s, 
epoch: 121/300, batch: 2/3, train loss: 0.18399806320667267, cal times: 15 compute efficiency: 98.57%, process time: 0.18s, 
epoch: 122/300, batch: 0/3, train loss: 0.187204971909523, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 122/300, batch: 1/3, train loss: 0.16763131320476532, cal times: 15 compute efficiency: 97.90%, process time: 0.15s, 
epoch: 122/300, batch: 2/3, train loss: 0.16253776848316193, cal times: 15 compute efficiency: 98.54%, process time: 0.16s, 
epoch: 123/300, batch: 0/3, train loss: 0.1804284006357193, cal times: 15 compute efficiency: 0.87%, process time: 0.17s, 
epoch: 123/300, batch: 1/3, train loss: 0.17604662477970123, cal times: 15 compute efficiency: 98.23%, process time: 0.19s, 
epoch: 123/300, batch: 2/3, train loss: 0.13950760662555695, cal times: 15 compute efficiency: 98.86%, process time: 0.19s, 
epoch: 124/300, batch: 0/3, train loss: 0.17841234803199768, cal times: 15 compute efficiency: 1.00%, process time: 0.20s, 
epoch: 124/300, batch: 1/3, train loss: 0.17723983526229858, cal times: 15 compute efficiency: 98.06%, process time: 0.18s, 
epoch: 124/300, batch: 2/3, train loss: 0.1471034437417984, cal times: 15 compute efficiency: 98.94%, process time: 0.16s, 
epoch: 125/300, batch: 0/3, train loss: 0.17559394240379333, cal times: 15 compute efficiency: 1.04%, process time: 0.21s, 
epoch: 125/300, batch: 1/3, train loss: 0.17902879416942596, cal times: 15 compute efficiency: 98.19%, process time: 0.17s, 
epoch: 125/300, batch: 2/3, train loss: 0.15272118151187897, cal times: 15 compute efficiency: 99.00%, process time: 0.22s, 
epoch: 126/300, batch: 0/3, train loss: 0.17352040112018585, cal times: 15 compute efficiency: 1.03%, process time: 0.20s, 
epoch: 126/300, batch: 1/3, train loss: 0.17671158909797668, cal times: 15 compute efficiency: 99.02%, process time: 0.31s, 
epoch: 126/300, batch: 2/3, train loss: 0.1931142956018448, cal times: 15 compute efficiency: 99.09%, process time: 0.18s, 
epoch: 127/300, batch: 0/3, train loss: 0.16628628969192505, cal times: 15 compute efficiency: 1.55%, process time: 0.30s, 
epoch: 127/300, batch: 1/3, train loss: 0.18536634743213654, cal times: 15 compute efficiency: 96.43%, process time: 0.16s, 
epoch: 127/300, batch: 2/3, train loss: 0.17425023019313812, cal times: 15 compute efficiency: 98.70%, process time: 0.14s, 
epoch: 128/300, batch: 0/3, train loss: 0.1707901954650879, cal times: 15 compute efficiency: 1.12%, process time: 0.22s, 
epoch: 128/300, batch: 1/3, train loss: 0.17744405567646027, cal times: 15 compute efficiency: 33.53%, process time: 0.18s, 
epoch: 128/300, batch: 2/3, train loss: 0.20642361044883728, cal times: 15 compute efficiency: 98.81%, process time: 0.17s, 
epoch: 129/300, batch: 0/3, train loss: 0.1776682287454605, cal times: 15 compute efficiency: 0.95%, process time: 0.19s, 
epoch: 129/300, batch: 1/3, train loss: 0.17659156024456024, cal times: 15 compute efficiency: 97.03%, process time: 0.19s, 
epoch: 129/300, batch: 2/3, train loss: 0.14362692832946777, cal times: 15 compute efficiency: 98.62%, process time: 0.18s, 
epoch: 130/300, batch: 0/3, train loss: 0.1660328209400177, cal times: 15 compute efficiency: 0.94%, process time: 0.19s, 
epoch: 130/300, batch: 1/3, train loss: 0.18184377253055573, cal times: 15 compute efficiency: 50.06%, process time: 0.17s, 
epoch: 130/300, batch: 2/3, train loss: 0.20114624500274658, cal times: 15 compute efficiency: 98.94%, process time: 0.17s, 
epoch: 131/300, batch: 0/3, train loss: 0.1806149184703827, cal times: 15 compute efficiency: 1.06%, process time: 0.21s, 
epoch: 131/300, batch: 1/3, train loss: 0.16777804493904114, cal times: 15 compute efficiency: 59.05%, process time: 0.20s, 
epoch: 131/300, batch: 2/3, train loss: 0.1925649493932724, cal times: 15 compute efficiency: 98.72%, process time: 0.19s, 
epoch: 132/300, batch: 0/3, train loss: 0.1782909780740738, cal times: 15 compute efficiency: 1.03%, process time: 0.20s, 
epoch: 132/300, batch: 1/3, train loss: 0.17767708003520966, cal times: 15 compute efficiency: 97.84%, process time: 0.17s, 
epoch: 132/300, batch: 2/3, train loss: 0.11515805125236511, cal times: 15 compute efficiency: 99.27%, process time: 0.33s, 
epoch: 133/300, batch: 0/3, train loss: 0.17875699698925018, cal times: 15 compute efficiency: 1.02%, process time: 0.21s, 
epoch: 133/300, batch: 1/3, train loss: 0.17181946337223053, cal times: 15 compute efficiency: 97.57%, process time: 0.16s, 
epoch: 133/300, batch: 2/3, train loss: 0.16453929245471954, cal times: 15 compute efficiency: 98.35%, process time: 0.15s, 
epoch: 134/300, batch: 0/3, train loss: 0.17378811538219452, cal times: 15 compute efficiency: 1.08%, process time: 0.22s, 
epoch: 134/300, batch: 1/3, train loss: 0.17855605483055115, cal times: 15 compute efficiency: 98.11%, process time: 0.20s, 
epoch: 134/300, batch: 2/3, train loss: 0.14236176013946533, cal times: 15 compute efficiency: 98.88%, process time: 0.17s, 
epoch: 135/300, batch: 0/3, train loss: 0.16863293945789337, cal times: 15 compute efficiency: 0.82%, process time: 0.16s, 
epoch: 135/300, batch: 1/3, train loss: 0.1817215383052826, cal times: 15 compute efficiency: 96.43%, process time: 0.15s, 
epoch: 135/300, batch: 2/3, train loss: 0.15729224681854248, cal times: 15 compute efficiency: 98.97%, process time: 0.15s, 
epoch: 136/300, batch: 0/3, train loss: 0.18025855720043182, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 136/300, batch: 1/3, train loss: 0.1708621084690094, cal times: 15 compute efficiency: 73.65%, process time: 0.16s, 
epoch: 136/300, batch: 2/3, train loss: 0.14744815230369568, cal times: 15 compute efficiency: 98.75%, process time: 0.16s, 
epoch: 137/300, batch: 0/3, train loss: 0.17545239627361298, cal times: 15 compute efficiency: 1.81%, process time: 0.37s, 
epoch: 137/300, batch: 1/3, train loss: 0.1729366034269333, cal times: 15 compute efficiency: 96.66%, process time: 0.17s, 
epoch: 137/300, batch: 2/3, train loss: 0.17078620195388794, cal times: 15 compute efficiency: 98.43%, process time: 0.17s, 
epoch: 138/300, batch: 0/3, train loss: 0.1734805405139923, cal times: 15 compute efficiency: 1.08%, process time: 0.21s, 
epoch: 138/300, batch: 1/3, train loss: 0.17517518997192383, cal times: 15 compute efficiency: 28.50%, process time: 0.19s, 
epoch: 138/300, batch: 2/3, train loss: 0.16892904043197632, cal times: 15 compute efficiency: 98.83%, process time: 0.19s, 
epoch: 139/300, batch: 0/3, train loss: 0.1811462938785553, cal times: 15 compute efficiency: 0.94%, process time: 0.18s, 
